Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
20253,스트레스 저항 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""-21.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[]",False,False
20254,스트레스 저항 lv4,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""-28.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[]",False,False
20255,스트레스 저항 lv5,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""-35.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[]",False,False
30001,세트효과:초보모험가1 체력lv5,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMax"",""statValue"":""500.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
30002,세트효과:초보모험가2 체력lv10,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMax"",""statValue"":""1000.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40001,긍정 패러 1lv : 야수의 냄새,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""4.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40002,긍정 패러 1lv : 신성한 혐오,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""CriticalChancePercent"",""StatValue"":""3.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40003,긍정 패러 1lv : 인간 백정,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""PenetrationPercent"",""StatValue"":""4.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40004,긍정 패러 1lv : 제초제,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""BackAttackDamagePercent"",""StatValue"":""5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40005,긍정 패러 1lv : 고철 해체,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""CriticalDamagePercent"",""StatValue"":""12.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40006,긍정 패러 1lv : 야행성,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
40007,긍정 패러 1lv : 일광욕,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""8.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40008,긍정 패러 1lv : 넘치는 활력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40009,긍정 패러 1lv : 쥐의 생존법,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""6.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
40010,긍정 패러 1lv : 차가운 머리,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
40011,긍정 패러 1lv : 광기의 일격,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""5.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AtkPercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40012,긍정 패러 1lv : 공황 질주,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""RunIncreaseSpeed"",""statValue"":""0.200"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40013,긍정 패러 1lv : 건강한 육체,1,-1,"None","[{""$type"":""GameCommon.Data.HpRecoveryAmplifierEffect, De.Base"",""Percent"":""6.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpRecoveryAmplifier""},{""$type"":""GameCommon.Data.StressRecoveryAmplifierEffect, De.Base"",""Percent"":""6.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressRecoveryAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40014,긍정 패러 1lv : 고통 내성,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""Bleed, Burn, Poison"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
40015,긍정 패러 1lv : 급소 가격,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WeaknessDamagePercent"",""statValue"":""4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40016,긍정 패러 1lv : 기회주의자,1,-1,"None","[{""$type"":""GameCommon.Data.BackAttackCriticalChanceAddEffect, De.Base"",""Percent"":""4.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BackAttackCriticalChanceAdd""}]",False,False,,False,False
40017,긍정 패러 1lv : 심호흡,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaRegen"",""statValue"":""3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""50.000""}]",False,False
40018,긍정 패러 1lv : 빨리 먹기,1,-1,"None","[{""$type"":""GameCommon.Data.ItemUseSpeedAmplifierEffect, De.Base"",""Percent"":""10.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemUseSpeedAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""Less"",""CompareValue"":""50.000""}]",False,False
40019,긍정 패러 1lv : 돌피부,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""Stun"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""DefPercent"",""StatValue"":""9.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
40020,긍정 패러 1lv : 굳은 살,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Normal"",""StatType"":""ReductionDamagePercent"",""StatValue"":""5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
40021,긍정 패러 1lv : 타고난 체력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40022,긍정 패러 1lv : 강철 폐,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaMax"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40023,긍정 패러 1lv : 두꺼운 가죽,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""50.000""}]",False,False
40024,긍정 패러 1lv : 가벼운 발,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
40025,긍정 패러 1lv : 어둠 속 사냥,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
40101,부정 패러 1lv : 흐릿한 반사,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""-5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40102,부정 패러 1lv : 피멍 든 뼈,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40103,부정 패러 1lv : 무거운 발자국,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
40104,부정 패러 1lv : 저주받은 시체,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
40105,부정 패러 1lv : 사나운 개,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
40106,부정 패러 1lv : 이계 기피,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""-5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40107,부정 패러 1lv : 식물 알러지,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""CriticalChancePercent"",""StatValue"":""-6.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40108,부정 패러 1lv : 기계 공포증,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""PenetrationPercent"",""StatValue"":""-8.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
40109,부정 패러 1lv : 인간 불신,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""-5.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
